"ID_Substanz";"Name";"Parameter-ID";"CASNr - Gemisch";"Kommentar";"Chem_ID_OZ";"Micropol_ID";"AnalytikDB_ID";"PPDB_ID";"relevante Isomere";"InChIKey"
2493;"Sirolimus";;"53123-88-9";;;;;;;"QFJCIRLUMZQUOT-HPLJOQBZSA-N"
2494;"Enfuvirtid";;"159519-65-0";;;;;;;
2495;"Alteplase";;"105857-23-6";;;;;;;
2496;"Thiopental";"Thiopental";"76-75-5";;;;2742;;;"IUJDSEJGGMCXSG-UHFFFAOYSA-N"
2497;"Ioxaglinsäure";"Ioxaglinsaeure";"59017-64-0";;;;;;;"TYYBFXNZMFNZJT-UHFFFAOYSA-N"
2498;"Anidulafungin";;"166663-25-8";;;;;;;"JHVAMHSQVVQIOT-MFAJLEFUSA-N"
2499;"Oxybuprocain";;"99-43-4";;;;;;;"CMHHMUWAYWTMGS-UHFFFAOYSA-N"
2500;"Fludrocortison";"Fludrocortisonacetat";"127-31-1";;;;;;;"AAXVEMMRQDVLJB-BULBTXNYSA-N"
2501;"Fentanyl";;"437-38-7";;;;3640;1864;;"PJMPHNIQZUBGLI-UHFFFAOYSA-N"
2502;"Gadoxetinsäure";;"135326-11-3";;;;;;;"PCZHWPSNPWAQNF-LMOVPXPDSA-K"
2503;"Tigecyclin";;"220620-09-7";;;;3873;;;"SOVUOXKZCCAWOJ-HJYUBDRYSA-N"
2504;"Tretinoin";;"302-79-4";;;;;;;"SHGAZHPCJJPHSC-YCNIQYBTSA-N"
2505;"Degarelix";;"214766-78-6";;;;;;;"MEUCPCLKGZSHTA-XYAYPHGZSA-N"
2506;"Ustekinumab";;"815610-63-0";;;;;;;
2507;"Iodixanol";;"92339-11-2";;;;2707;;;"NBQNWMBBSKPBAY-UHFFFAOYSA-N"
2508;"Milrinon";;"78415-72-2";;;;;;;"PZRHRDRVRGEVNW-UHFFFAOYSA-N"
2509;"Epinephrin";;"51-43-4";;;;3325;3691;;"UCTWMZQNUQWSLP-VIFPVBQESA-N"
2510;"Cabergolin";;"81409-90-7";;;;;1830;;"KORNTPPJEAJQIU-KJXAQDMKSA-N"
2511;"Axitinib";;"319460-85-0";;;;;;;"RITAVMQDGBJQJZ-FMIVXFBMSA-N"
2512;"Ipilimumab";;"477202-00-9";;;;;;;
2513;"Dacarbazin";;"4342-03-4";;;;;;;"FDKXTQMXEQVLRF-ZHACJKMWSA-N"
2514;"Linaclotid";;"851199-59-2";;;;;;;"KXGCNMMJRFDFNR-WDRJZQOASA-N"
2515;"Ceftarolinfosamil";;"229016-73-3";;;;;;;"ZCCUWMICIWSJIX-NQJJCJBVSA-N"
2516;"Roflumilast";;"162401-32-3";;;;;;;"MNDBXUUTURYVHR-UHFFFAOYSA-N"
2517;"Dalteparin";;"9005-49-6";;;;;;;
2518;"Decitabin";;"2353-33-5";;;;;;;"XAUDJQYHKZQPEU-KVQBGUIXSA-N"
2519;"Granisetron";;"109889-09-0";;;;;;;"MFWNKCLOYSRHCJ-AGUYFDCRSA-N"
2520;"Dihydroergocristin";;;;;;;;;
2521;"Idarucizumab";;;;;;;;;
2522;"Cefprozil";;"92665-29-7";;;;;;;"WDLWHQDACQUCJR-ZAMMOSSLSA-N"
2523;"Belatacept";;"706808-37-9";;;;;;;
2524;"Filgrastim";;"121181-53-1";;;;;;;
2525;"Nelarabin";;"121032-29-9";;;;;;;"IXOXBSCIXZEQEQ-UHTZMRCNSA-N"
2526;"Triamcinolon";;"124-94-7";;;;;;;"GFNANZIMVAIWHM-OBYCQNJPSA-N"
2527;"Anagrelid";;"68475-42-3";;;;;;;"OTBXOEAOVRKTNQ-UHFFFAOYSA-N"
2528;"Fludarabin";;"21679-14-1";;;;;;;"HBUBKKRHXORPQB-FJFJXFQQSA-N"
2529;"Desmopressin";;"16679-58-6";;;;;;;"NFLWUMRGJYTJIN-PNIOQBSNSA-N"
2530;"Clonidin";;"4205-90-7";;;;;;;"GJSURZIOUXUGAL-UHFFFAOYSA-N"
2531;"Zoledronsäure";;"118072-93-8";;;;;;;"XRASPMIURGNCCH-UHFFFAOYSA-N"
2532;"Mepolizumab";;"196078-29-2";;;;;;;
2533;"Alfentanil";;"71195-58-9";;;;;;;"IDBPHNDTYPBSNI-UHFFFAOYSA-N"
2534;"Exenatid";;"141758-74-9";;;;;;;"HTQBXNHDCUEHJF-XWLPCZSASA-N"
2535;"Octreotid";;"83150-76-9";;;;;;;"DEQANNDTNATYII-OULOTJBUSA-N"
2536;"Alirocumab";;;;;;;;;
2537;"Palivizumab";;"188039-54-5";;;;;;;
2538;"Gadotersäure";;"72573-82-1";"60239-18-1";;;;;;"GFSTXYOTEVLASN-UHFFFAOYSA-K"
2539;"Fluorescein";;"2321-07-5 ";;;;;;;"GNBHRKFJIUUOQI-UHFFFAOYSA-N"
2540;"Ifosfamid";"Ifosfamid";"3778-73-2";"84711-20-6";;;2683;;;"HOMGKSMUEGBAAB-UHFFFAOYSA-N"
2541;"Entecavir";;"142217-69-4";;;;;;;"QDGZDCVAUDNJFG-FXQIFTODSA-N"
2542;"Ambrisentan";;"177036-94-1";;;;;;;"OUJTZYPIHDYQMC-LJQANCHMSA-N"
2543;"Ombitasvir";;"1258226-87-7";;;;;;;"PIDFDZJZLOTZTM-KHVQSSSXSA-N"
2544;"Dulaglutid";;"923950-08-7";;;;;;;
2545;"Busulfan";;"55-98-1";;;;;;;"COVZYZSDYWQREU-UHFFFAOYSA-N"
2546;"Pamidronsäure";;"40391-99-9";;;;;;;"WRUUGTRCQOWXEG-UHFFFAOYSA-N"
2547;"Eptifibatid";;"188627-80-7";;;;;;;"CZKPOZZJODAYPZ-LROMGURASA-N"
2548;"Pomalidomid";;"19171-19-8";;;;;;;"UVSMNLNDYGZFPF-UHFFFAOYSA-N"
2549;"Amsacrin";;"51264-14-3";;;;;;;"XCPGHVQEEXUHNC-UHFFFAOYSA-N"
2550;"Tolvaptan";;"150683-30-0";;;;;;;"GYHCTFXIZSNGJT-UHFFFAOYSA-N"
2551;"Cabazitaxel";;"183133-96-2";;;;;;;"BMQGVNUXMIRLCK-OAGWZNDDSA-N"
2552;"Canakinumab";;"914613-48-2";;;;;;;
2553;"Bortezomib";;"179324-69-7";;;;;;;"GXJABQQUPOEUTA-RDJZCZTQSA-N"
2554;"Dihydrotachysterol";;"67-96-9";;;;;;;"ILYCWAKSDCYMBB-OPCMSESCSA-N"
2555;"Vecuroniumbromid";;"50700-72-6";;;;;;;"VEPSYABRBFXYIB-PWXDFCLTSA-M"
2556;"Simeprevir";;"923604-59-5";;;;;;;"JTZZSQYMACOLNN-VDWJNHBNSA-N"
2557;"Phentolamin";;"50-60-2";;;;;;;"MRBDMNSDAVCSSF-UHFFFAOYSA-N"
2558;"Brentuximab Vedotin";;"914088-09-8";;;;;;;
2559;"Riociguat";;"625115-55-1";;;;;;;"WXXSNCNJFUAIDG-UHFFFAOYSA-N"
2560;"Dihydroergotamin";;"511-12-6";;;;;;;"LUZRJRNZXALNLM-JGRZULCMSA-N"
2561;"Tetrahydrocannabinol";;"1972,-08-3";"Droge";;;3629;;;"CYQFCXCEBYINGO-IAGOWNOFSA-N"
2562;"Dopamin";;"51-61-6";"62-31-7";;;3299;;;"VYFYYTLLBUKUHU-UHFFFAOYSA-N"
2563;"Lanreotid";;"108736-35-2";;;;;;;"PUDHBTGHUJUUFI-UHFFFAOYSA-N"
2564;"Gadoteridol";;"120066-54-8";;;;;;;"DPNNNPAKRZOSMO-UHFFFAOYSA-K"
2565;"Reserpin";"Reserpin";"50-55-5";;;;2682;;;"QEVHRUUCFGRFIF-MDEJGZGSSA-N"
2566;"Methylergometrin";;"113-42-8";;;;;;;"UNBRKDKAWYKMIV-QWQRMKEZSA-N"
2567;"Hyoscyamin";;"101-31-5";;;;;;;"RKUNBYITZUJHSG-VFSICIBPSA-N"
2568;"Amifampridin";;"54-96-6";;;;;;;"OYTKINVCDFNREN-UHFFFAOYSA-N"
2569;"Liothyronin";;"6893,-02-3";;;;;;;"AUYYCJSJGJYCDS-LBPRGKRZSA-N"
2570;"Abciximab";;"143653-53-6";;;;;;;
2571;"Trametinib";;"871700-17-3";;;;;;;"LIRYPHYGHXZJBZ-UHFFFAOYSA-N"
2572;"Vinblastin";;"865-21-4";;;;;;;"JXLYSJRDGCGARV-XQKSVPLYSA-N"
2573;"Triptorelin";;"57773-63-4";;;;;;;"VXKHXGOKWPXYNA-PGBVPBMZSA-N"
2574;"Basiliximab";;"179045-86-4";;;;;;;
2575;"Escin";;"26339-90-2";;;;;;;"AXNVHPCVMSNXNP-OXPBSUTMSA-N"
2576;"Gadopentetsäure";;"80529-93-7";"13407-13-1";;;;;;"IZOOGPBRAOKZFK-UHFFFAOYSA-K"
2577;"Vincristin";;"57-22-7";;;;;;;"OGWKCGZFUXNPDA-XQKSVPLYSA-N"
2578;"Calcitonin (salmon)";;;;;;;;;
2579;"Selenige Säure";;"7783-00-8";;;;;;;
2580;"Daratumumab";;"945721-28-8";;;;;;;
2581;"Idarubicin";;"58957-92-9";;;;;;;"XDXDZDZNSLXDNA-TZNDIEGXSA-N"
2582;"Elotuzumab";;"915296-00-3";;;;;;;
2583;"Flumazenil";;"78755-81-4";;;;;;;"OFBIFZUFASYYRE-UHFFFAOYSA-N"
2584;"Darbepoetin Alfa";;"209810-58-2";;;;;;;
2585;"Rasburicase";;"134774-45-1";;;;;;;
2586;"Macitentan";;"441798-33-0";;;;;;;"JGCMEBMXRHSZKX-UHFFFAOYSA-N"
2587;"Terlipressin";;"14636-12-5";;;;;;;"BENFXAYNYRLAIU-QSVFAHTRSA-N"
2588;"Icatibant";;"130308-48-4";;;;;;;"QURWXBZNHXJZBE-SKXRKSCCSA-N"
2589;"Norepinephrin";;"51-41-2";;;;10970;;;"SFLSHLFXELFNJZ-QMMMGPOBSA-N"
2590;"Pralatrexat";;"146464-95-1";;;;;;;"OGSBUKJUDHAQEA-WMCAAGNKSA-N"
2591;"Quinagolid";;"87056-78-8";;;;;;;"GDFGTRDCCWFXTG-ZIFCJYIRSA-N"
2592;"Tetracosactid";;;;;;;;;
2593;"Ixabepilon";;"219989-84-1";;;;;;;"FABUFPQFXZVHFB-PVYNADRNSA-N"
2594;"Droperidol";;"548-73-2";;;;3679;;;"RMEDXOLNCUSCGS-UHFFFAOYSA-N"
2595;"Siltuximab";;"541502-14-1";;;;;;;
2596;"Lubiproston";;"136790-76-6";;;;;;;"WGFOBBZOWHGYQH-MXHNKVEKSA-N"
2597;"Eribulin";;"253128-41-5";;;;;;;"UFNVPOGXISZXJD-JBQZKEIOSA-N"
2598;"Temsirolimus";;"162635-04-3";;;;;;;"CBPNZQVSJQDFBE-FUXHJELOSA-N"
2599;"Choriogonadotropin Alfa";;"177073-44-8";;;;;;;
2600;"Verteporfin";;"129497-78-5";;;;;;;
2601;"Epoetin Beta";;"122312-54-3";;;;;;;
2602;"Ganirelix";;"124904-93-4";;;;;;;"GJNXBNATEDXMAK-PFLSVRRQSA-N"
2603;"Oxytocin";;"50-56-6";;;;;3797;;"XNOPRXBHLZRZKH-DSZYJQQASA-N"
2604;"Mitomycin";;"50-07-7";;;;;;;"NWIBSHFKIJFRCO-WUDYKRTCSA-N"
2605;"Alprostadil";;"745-65-3";;;;;;;"GMVPRGQOIOIIMI-DWKJAMRDSA-N"
2606;"Tedizolid";;"856866-72-3";;;;;;;"XFALPSLJIHVRKE-GFCCVEGCSA-N"
2607;"Nonacog Alfa";;;;;;;;;
2608;"Panobinostat";;"404950-80-7";;;;10697;;;"FPOHNWQLNRZRFC-ZHACJKMWSA-N"
2609;"Sulproston";;"60325-46-4";;;;;;;"UQZVCDCIMBLVNR-TWYODKAFSA-N"
2610;"Alemtuzumab";;"216503-57-0";;;;;;;
2611;"Hexoprenalin";;"3215-70-1";;;;;;;"OXLZNBCNGJWPRV-UHFFFAOYSA-N"
2612;"Plerixafor";;"110078-46-1";;;;;;;"YIQPUIGJQJDJOS-UHFFFAOYSA-N"
2613;"Romiplostim";;"4267639-76-9";;;;;;;
2614;"Octocog Alfa";;;;;;;;;
2615;"Lenograstim";;;;;;;;;
2616;"Carbetocin";;"37025-55-1";;;;;1778;;"NSTRIRCPWQHTIA-DTRKZRJBSA-N"
2617;"Urokinase";;"9039-53-6";;;;;;;
2618;"Vindesin";;"53643-48-4";;;;;;;"HHJUWIANJFBDHT-KOTLKJBCSA-N"
2619;"Calcitriol";;"32222-06-3";;;;;;;"GMRQFYUYWCNGIN-NKMMMXOESA-N"
2620;"Cladribin";;"4291-63-8";;;;;;;"PTOAARAWEBMLNO-KVQBGUIXSA-N"
2621;"Methylnaltrexon";;"73232-52-7";;;;;;;"IFGIYSGOEZJNBE-KNLJMPJLSA-N"
2622;"Tegaserod";;"189188-57-6";;;;;;;"CPDDZSSEAVLMRY-FEQFWAPWSA-N"
2623;"Follitropin Alfa";;;;;;;;;
2624;"Agalsidase Alfa";;;;;;;;;
2625;"Somatostatin";;"51110-01-1";;;;;;;"NHXLMOGPVYXJNR-UHFFFAOYSA-N"
2626;"Paricalcitol";;"131918-61-1";;;;;;;"BPKAHTKRCLCHEA-UBFJEZKGSA-N"
2627;"Follitropin Beta";;;;;;;;;
2628;"Ibutilid";;"122647-31-8";;;;;;;"ALOBUEHUHMBRLE-UHFFFAOYSA-N"
2629;"Erythropoetin";;"11096-26-7";;;;;;;
2630;"Raltitrexed";;"112887-68-0";;;;;;;"IVTVGDXNLFLDRM-HNNXBMFYSA-N"
2631;"Aldesleukin";;"110942-02-4";;;;;;;
2632;"Isoprenalin";;"7683-59-2";;;;;;;"JWZZKOKVBUJMES-UHFFFAOYSA-N"
2633;"Ziconotid";;"107452-89-1";;;;;;;"BPKIMPVREBSLAJ-QTBYCLKRSA-N"
2634;"Tirofiban";;"144494-65-5";;;;;;;"COKMIXFXJJXBQG-NRFANRHFSA-N"
2635;"Epoprostenol";;"35121-78-9";;;;;;;"KAQKFAOMNZTLHT-OZUDYXHBSA-N"
2636;"Moroctocog Alfa";;"284036-24-4";;;;;;;
2637;"Albutrepenonacog Alfa";;;;;;;;;
2638;"Eptacog Alfa";;;;;;;;;
2639;"Somatorelin";;"83930-13-6";;;;;;;"JAHCMOSSKRAPEL-IBFVROBCSA-N"
2640;"Trabectedin";;"114899-77-3";;;;;;;"PKVRCIRHQMSYJX-AIFWHQITSA-N"
2641;"Blinatumomab";;"853426-35-4";;;;;;;
2642;"Turoctocog Alfa";;"1192451-26-5";;;;;;;
2643;"Gibberellin A4";;"468-44-0";;;;;1671;;"RSQSQJNRHICNNH-AMNRFOROSA-N"
2644;"Dinatriumphosphonat";;"13708-85-5";;;;;2516;;"YPPQYORGOMWNMX-UHFFFAOYSA-L"
2645;"Cholecalciferol";;"67-97-0";"Vitamin D3";;;;160;;"QYSXJUFSXHHAJI-YRZJJWOYSA-N"
2647;"N-N-Didesvenlafaxin";"N-N-Didesmethyl-venlafaxin";"93413-77-5";;;;2658;;;"SUQHIQRIIBKNOR-UHFFFAOYSA-N"
2648;"Tetraglyme";"Tetraglyme";"143-24-8";;;;3164;;;"ZUHZGEOKBKGPSW-UHFFFAOYSA-N"
2649;"Metaflumizon";"Metaflumizon";"139968-49-3";"139970-56-2";;;4222;443;;"MIFOMMKAVSCNKQ-HWIUFGAZSA-N"
2650;"O-Desvenlafaxin";"O-Desmethyl-venlafaxin";"93413-62-8";;571;;1053;;;"KYYIDSXMWOZKMP-UHFFFAOYSA-N"
2651;"Ipconazol";"Ipconazol";"125225-28-7";;;;11374;1140;;"QTYCMDBMOLSEAM-UHFFFAOYSA-N"
2652;"Tetraconazol";"Tetraconazol";"112281-77-3";;;;3723;626;;"LQDARGUHUSPFNL-UHFFFAOYSA-N"
2659;"Natriumacetat";;"127-09-3";;;;10400;;;"VMHLLURERBWHNL-UHFFFAOYSA-M"
2660;"Weinsäure";;"87-69-4";;;;;3877;;"FEWJPZIEWOKRBE-JCYAYHJZSA-N"
2661;"Ascorbinsäure";;"50-81-7";;;;10389;2405;;"CIWBSHSKHKDKBQ-JLAZNSOCSA-N"
2662;"Allylisothiocyanat";;"57-06-7";;;;;;;"ZOJBYZNEUISWFT-UHFFFAOYSA-N"
2663;"Natriumazid";;"26628-22-8";;;;;;;"PXIPVTKHYLBLMZ-UHFFFAOYSA-N"
2664;"Chloramin B";;"127-52-6";;;;;;;"KDNCILYKSYKEFJ-UHFFFAOYSA-N"
2665;"Anhydro-erythromycin";"Anhydro-erythromycin";"23893-13-2";;;;3927;;;"YKAVHPRGGAUFDN-RQXKMHJJSA-N"
2666;"Chlorothalonil R417888";"Chlorothalonil_R417888";"1418095-02-9";;586;;4114;1102;;"MTASYHBEZPZGKU-UHFFFAOYSA-M"
2667;"Chlorothalonil SYN507900";"Chlorothalonil_SYN_507900";"115044-73-0";"1897-45-6";;;2893;;;"WUYYRWIYXBUPBS-UHFFFAOYSA-N"
2668;"Flucythrinat";"Flucythrinat";"70124-77-5";;;;2948;329;1;"GBIHOLCMZGAKNG-CGAIIQECSA-N"
2669;"Resmethrin";"Resmethrin";"10453-86-8";;;;11306;585;;"VEMKTZHHVJILDY-UHFFFAOYSA-N"
2670;"1,4-Dimethylnaphthalin";;"571-58-4";;;;11352;2518;;"APQSQLNWAIULLK-UHFFFAOYSA-N"
2672;"Tetraacetylethylendiamin";;"10543-57-4";;;;;;;"BGRWYDHXPHLNKA-UHFFFAOYSA-N"
2673;"2,2'-Oxybis(4,4,6-trimethyl-1,3,2-dioxaborinane)";;"14697-50-8";;;;;;;"KUZYYSNLEIAJQJ-UHFFFAOYSA-N"
2674;"Tri(butylene glycol) biborate";;"2665-13-6";;;;;;;"RCIYLEACODIIKU-UHFFFAOYSA-N"
2675;"2-Ethylhexansäure, Zirconiumsalz";;"22464-99-9";;;;;;;
2676;"2-(N-Ethylmethylamino)ethyldimethylamin";;"106-64-9";;;;;;;"ZOBHKNDSXINZGQ-UHFFFAOYSA-N"
2677;"N-Acetylcaprolactam";;"1888-91-1";;;;11422;;;"QISSLHPKTCLLDL-UHFFFAOYSA-N"
2678;"Manganese bis(2-ethylhexanoate)";;"13434-24-7";;;;;;;"FHRAKXJVEOBCBQ-UHFFFAOYSA-L"
2679;"N,N-Dimethyldecylamine N-oxide";"Decylaminoxid";"2605-79-0";;;;2784;;;"ZRKZFNZPJKEWPC-UHFFFAOYSA-N"
2680;"Citronellal";;"106-23-0";;;;;;;"NEHNMFOYXAPHSD-UHFFFAOYSA-N"
2681;"Natriumhydrogensulfat";;"7681-38-1";;;;;;;"WBHQBSYUUJJSRZ-UHFFFAOYSA-M"
2682;"Hypochlorige Säure";;"7790-92-3";;;;;;;"QWPPOHNGKGFGJK-UHFFFAOYSA-N"
2683;"2-_Dimethylamino_methyl_benzonitril";"2-_Dimethylamino_methyl_benzonitril";"53369-76-9";;;;4153;;;"LCBWEMRQKBKAEN-UHFFFAOYSA-N"
2684;"N-_4-aminophenyl_-N-methylacetamid";"N-_4-aminophenyl_-N-methylacetamid";"119-63-1";;;;641;;;
2685;"Alkophen-azido-lakton";"Alkophen-azido-lakton";"324763-46-4";;;;;;;
2686;"Kokain";"Kokain";"50-36-2";;;;2817;;;
2687;"1-Benzylpiperazin";;"2759-28-6";;;;2820;;;
2688;"Mephedron";"Mephedron";"1189805-46-6";;;;2827;;;
2689;"Methamphetamin";"Methamphetamin";"537-46-2";;;;2829;;;
2690;"Iso-chloridazon";"Iso-chloridazon";"1698-61-9";"162354-96-3 neu von Bafu";;;;;;
2691;"Amphetamin";"Amphetamin";"300-62-9";;;;2822;;;
2692;"4-Phenoxyanilin";"4-Phenoxyanilin";"139-59-3";;;;;;;
2693;"Propyphenazon";"Propyphenazon";"479-92-5";;;;10463;;;
2694;"Dimethylaminophenazon";"Dimethylaminophenazon";"58-15-1";;;;702;;;"RMMXTBMQSGEXHJ-UHFFFAOYSA-N"
2695;"Naftifin";"Naftifin";"65472-88-0";;;;3581;;;
2696;"2',2'-Difluorodeoxyuridin";"2-2-Difluordeoxyuridin";"114248-23-6";;;;2649;;;
2697;"Meclofenaminsaeure";"Meclofenaminsaeure";"644-62-2";;;;3690;;;
2698;"MDMC";;"186028-79-5";;;;10679;;;
2699;"Atenolol-desisopropyl";"Atenolol-desisopropyl";"81346-71-6";;;;2670;;;
2700;"1-(3-Trifluoromethylphenyl)-piperazin";"1-_3-Trifluormethylphenyl_piperazin";"15532-75-9";;;;2819;;;
2701;"1-(3-Chlorophenyl)-piperazin";"1-_3-Chlorphenyl_piperazin";"6640-24-0";;;;2818;;;
2702;"Benzamidin";"Benzamidin";"618-39-3";;;;3386;;;
2703;"N-Methylacetanilid";"N-Methylacetanilid";"579-10-2";;;;638;;;
2704;"Toluol-4-sulfonsaeure";"Toluol-4-sulfonsaeure";"104-15-4";"6192-52-5 (Monohydrat)";;;3965;;;
2705;"2-Amino-5-nitrophenol";"2-Amino-5-nitrophenol";"121-88-0";;;;;;;
2706;"2,7-Naphthalindisulfonsäure";"2-7-Naphthalindisulfonsaeure";"92-41-1";;;;654;;;
2707;"Tributylmethylammonium";"Tributylmethylammonium";"29814-63-9";"56375-79-2: Tributylmethylammoniumkation";;;;;;
2708;"Melamin";"Melamin";"108-78-1";;;;3151;752;;"JDSHMPZPIAZGSV-UHFFFAOYSA-N"
2709;"1-2-3-Trimethylbenzol";"1-2-3-Trimethylbenzol";"526-73-8";;;;;;;
2710;"1-2-4-Trimethylbenzol";"1-2-4-Trimethylbenzol";"95-63-6";;;;;;;
2711;"1-3-5-Trimethylbenzol";"1-3-5-Trimethylbenzol";"108-67-8";;;;;;;
2712;"2-Acrylamido-2-methylpropansulfonsaeure";"2-Acrylamido-2-methylpropansulfonsaeure";"15214-89-8";;;;3819;;;
2713;"1-Methyl-Benzotriazol";"1-Methylbenzotriazol";"13351-73-0";;;;2798;;;
2714;"2-Phenyl-2-_2-piperidinyl_acetamid";"2-Phenyl-2-_2-piperidinyl_acetamid";"19395-39-2";;;;3584;;;"LJLMNWPXAYKPGV-UHFFFAOYSA-N"
2715;"4-Fluorphenoxyessigsaeure";"4-Fluorphenoxyessigsaeure";"405-79-8";;;;;;;
2716;"4-Chloranilin";"4-Chloranilin";"106-47-8";;;;4333;;;
2717;"3-Chloranilin";"3-Chloranilin";"108-42-9";;;;;1302;;"PNPCRKVUWYDDST-UHFFFAOYSA-N"
2718;"Tetrahydrofuran";"Tetrahydrofuran";"109-99-9";;;;;;;
2719;"Diglyme";"Diglyme";"111-96-6";;;;643;;;
2720;"4-Dimethylaminopyridin";"4-Dimethylaminopyridin";"1122-58-3";;;;3410;;;
2721;"Triglyme";"Triglyme";"112-49-2";;;;;;;
2722;"2-Chlornitrobenzol";"2-Chlornitrobenzol";"88-73-3";;;;;;;
2723;"2-Chloranilin";"2-Chloranilin";"95-51-2";;;;4332;;;
2724;"Nitrobenzol";"Nitrobenzol";"98-95-3";;;;;;;
2725;"Tetracarbonitrilpropen";"Tetracarbonitrilpropen";"32019-26-4";;;;4141;;;"KPQNHJKRZKOLGW-UHFFFAOYSA-N"
2726;"Ethyl_triphenyl_phosphonium";"Ethyl_triphenyl_phosphonium";"39895-79-9";;;;3906;;;"GELSOTNVVKOYAW-UHFFFAOYSA-N"
2727;"N-N-Dimethylanilin";"N-N-Dimethylanilin";"121-69-7";;;;4335;;;
2728;"Ethylbenzol";"Ethylbenzol";"100-41-4";;;;;;;
2729;"1-4-Dioxan";"1-4-Dioxan";"123-91-1";;583;;3888;1638;;"RYHBNJHYFVUHQT-UHFFFAOYSA-N"
2730;"1-2-Dichlorethen";"trans-1-2-Dichlorethen";"540-59-0";;;;;;1;
2731;"1-1-1-Trichlorethan";"1-1-1-Trichlorethan";"71-55-6";;;;;1511;;"UOCLXMDMGBRAIB-UHFFFAOYSA-N"
2732;"1-1-Dichlorethan";"1-1-Dichlorethan";"75-34-3";;;;;1634;;"UPRFPBSEYPKWCV-UHFFFAOYSA-N"
2733;"1-2-Dichlorpropan";"1-2-Dichlorpropan";"78-87-5";;;;;1191;;"KNKRKFALVUDBJE-UHFFFAOYSA-N"
2734;"1-1-2-Trichlorethan";"1-1-2-Trichlorethan";"79-00-5";;;;;;;
2735;"Dibromchlormethan";"Dibromchlormethan";"124-48-1";;;;;;;
2736;"Hexachlorethan";"Hexachlorethan";"67-72-1";;;;;;;
2737;"Tribrommethan";"Tribrommethan";"75-25-2";;;;11119;;;
2738;"Bromdichlormethan";"Bromdichlormethan";"75-27-4";;;;;;;
2739;"Trichlorfluormethan";"Trichlorfluormethan";"75-69-4";;;;;;;
2740;"1-3-5-Trichlorbenzol";"1-3-5-Trichlorbenzol";"108-70-3";;;;;;;
2741;"1-3-Dichlorbenzol";"1-3-Dichlorbenzol";"541-73-1";;;;;;;
2742;"1-2-3-Trichlorbenzol";"1-2-3-Trichlorbenzol";"87-61-6";;;;;;;
2743;"Triphenylphosphinoxid";"Triphenylphosphinoxid";"791-28-6";;;;3587;;;
2744;"tert-Amylmethylether";"TAME";"994-05-8";;;;;;;
2745;"7-Diethylamino-4-methylcumarin";"7-Diethylamino-4-methylcumarin";"91-44-1";;;;;;;
2746;"1-Butyl-2-pyrrolidinon";"1-Butyl-2-pyrrolidinon";"3470-98-2";;;;;;;
2747;"Aspartam";"Aspartam";"22839-47-0";;;;2770;;;
2748;"Neotam";"Neotam";"165450-17-9";;;;2815;;;
2749;"Pyrazophos";"Pyrazophos";"13457-18-6";"Nie zugelassen seit 2000";;;11394;566;;"JOOMJVFZQRQWKR-UHFFFAOYSA-N"
2750;"1-3-Dichlorpropen";"trans-1-3-Dichlorpropen";"542-75-6";;;;;1;1;"UOORRWUZONOOLO-UHFFFAOYSA-N"
2751;"Butyphos";"Butyphos";"814-29-9";"ev. Nie zugelassen";;;3589;;;
2752;"Etrimfos";"Etrimfos";"38260-54-7";"Nie zugelassen";;;11362;286;;"FGIWFCGDPUIBEZ-UHFFFAOYSA-N"
2753;"Fenthion";"Fenthion";"55-38-9";"Nie zugelassen";;;3110;310;;"PNVJTZOFSHSLTO-UHFFFAOYSA-N"
2754;"Parathion-ethyl";"Parathion-ethyl";"56-38-2";"Nie zugelassen";;;3115;506;;"LCCNCVORNKJIRZ-UHFFFAOYSA-N"
2755;"Oxypurinol";"Oxypurinol";"2465-59-0";;579;;3772;2154;;"HXNFUBHNUDHIGC-UHFFFAOYSA-N"
2756;"2',3'-di-O-acetyl-5'-deoxy-5-fluorocytidin";"2-3-Di-O-acetyl-5-deoxy-5-fluorcytidin";"161599-46-8";;;;2862;;;
2757;"4-Trifluormethylphenol";"4-Trifluormethylphenol";"402-45-9";;;;673;;;
2758;"Guanylharnstoff";"Guanylharnstoff";"141-83-3";;584;;3253;;;
2759;"Desethyl-desisopropyl-atrazin";"Desethyl-desisopropyl-atrazin";"3397-62-4";;49;;3393;694;;"FVFVNNKYKYZTJU-UHFFFAOYSA-N"
2761;"Oseltamivir-carboxylat";"Oseltamivir-carboxylat";"187227-45-8";;;;659;;;
2762;"Iminostilben";"Iminostilben";"256-96-2";;;;992;;;
2763;"AMDOPH";"AMDOPH";"519-65-3";;;;2708;;;
2764;"Ranitidin-S-oxid";"Ranitidin-S-oxid";"73851-70-4";;;;2737;;;
2765;"Ranitidin-N-oxid";"Ranitidin-N-oxid";"73857-20-2";;;;2738;;;
2766;"4-Aminoantipyrin";"4-Amino-antipyrin";"83-07-8";;578;;845;;;
2767;"Galaxolidon";"Galaxolidon";"256393-37-0";" 507442-49-1";;;660;;;
2769;"Fluopyram-benzamid";"Fluopyram-benzamid";"360-64-5";;;;10491;2007;;"QBAYIBZITZBSFO-UHFFFAOYSA-N"
2770;"Metalaxyl_CGA_62826";"Metalaxyl_CGA_62826";"87764-37-2";;;;;886;;
